ds,y,moving_avg
2017-02-28,31.77785301208496,31.743986892700196
2017-03-01,32.427371978759766,31.868322372436523
2017-03-02,32.23483657836914,31.981059646606447
2017-03-03,32.42506408691406,32.12581100463867
2017-03-06,32.3229866027832,32.23762245178223
2017-03-07,32.364749908447266,32.355001831054686
2017-03-08,32.244117736816406,32.31835098266602
2017-03-09,32.169891357421875,32.305361938476565
2017-03-10,32.276607513427734,32.2756706237793
2017-03-13,32.29050827026367,32.26917495727539
2017-03-14,32.2418098449707,32.24458694458008
2017-03-15,32.58280944824219,32.31232528686523
2017-03-16,32.63616180419922,32.4055793762207
2017-03-17,32.47377014160156,32.445011901855466
2017-03-20,32.81477737426758,32.54986572265625
2017-03-21,32.43896484375,32.58929672241211
2017-03-22,32.80548858642578,32.63383255004883
2017-03-23,32.689510345458984,32.64450225830078
2017-03-24,32.62456512451172,32.674661254882814
2017-03-27,32.68022537231445,32.64775085449219
2017-03-28,33.357582092285156,32.83147430419922
2017-03-29,33.431819915771484,32.95674057006836
2017-03-30,33.38774871826172,33.096388244628905
2017-03-31,33.325111389160156,33.236497497558595
2017-04-03,33.334388732910156,33.367330169677736
2017-04-04,33.58259963989258,33.41233367919922
2017-04-05,33.40861892700195,33.407693481445314
2017-04-06,33.325111389160156,33.395166015625
2017-04-07,33.25087356567383,33.38031845092773
2017-04-10,33.21144104003906,33.35572891235351
2017-04-11,32.85420227050781,33.21004943847656
2017-04-12,32.89363479614258,33.107052612304685
2017-04-13,32.719669342041016,32.98596420288086
2017-04-17,32.900604248046875,32.91591033935547
2017-04-18,32.75444793701172,32.82451171875
2017-04-19,32.63383865356445,32.78043899536133
2017-04-20,33.04209899902344,32.8101318359375
2017-04-21,33.0026741027832,32.86673278808594
2017-04-24,33.320465087890625,32.950704956054686
2017-04-25,33.52692413330078,33.1052001953125
2017-04-26,33.32974624633789,33.244381713867185
2017-04-27,33.35527038574219,33.30701599121094
2017-04-28,33.32279586791992,33.37104034423828
2017-05-01,34.00247573852539,33.507442474365234
2017-05-02,34.218204498291016,33.64569854736328
2017-05-03,34.11381149291992,33.802511596679686
2017-05-04,33.990882873535156,33.92963409423828
2017-05-05,34.554561614990234,34.175987243652344
2017-05-08,35.494049072265625,34.47430191040039
2017-05-09,35.72138214111328,34.77493743896484
2017-05-10,35.55203628540039,35.062582397460936
2017-05-11,35.85951232910156,35.43630828857422
2017-05-12,36.36030197143555,35.79745635986328
2017-05-15,36.26713180541992,35.95207290649414
2017-05-16,36.21355438232422,36.050507354736325
2017-05-17,34.9976692199707,35.93963394165039
2017-05-18,35.53107452392578,35.87394638061524
2017-05-19,35.652198791503906,35.73232574462891
2017-05-22,35.868812561035156,35.652661895751955
2017-05-23,35.8245735168457,35.57486572265625
2017-05-24,35.71743392944336,35.71881866455078
2017-05-25,35.84087371826172,35.78077850341797
2017-05-26,35.780303955078125,35.806399536132815
2017-05-30,35.794281005859375,35.79149322509765
2017-05-31,35.58231735229492,35.7430419921875
2017-06-01,35.68015670776367,35.73558654785156
2017-06-02,36.208892822265625,35.809190368652345
2017-06-05,35.854862213134766,35.82410202026367
2017-06-06,35.975975036621094,35.86044082641602
2017-06-07,36.190277099609375,35.982032775878906
2017-06-08,36.10176467895508,36.06635437011719
2017-06-09,34.701839447021484,35.76494369506836
2017-06-12,33.872623443603516,35.36849594116211
2017-06-13,34.14515686035156,35.002332305908205
2017-06-14,33.81206512451172,34.52668991088867
2017-06-15,33.60939407348633,34.02821578979492
2017-06-16,33.138893127441406,33.7156265258789
2017-06-19,34.086917877197266,33.75848541259766
2017-06-20,33.77711868286133,33.68487777709961
2017-06-21,33.977439880371094,33.717952728271484
2017-06-22,33.92153549194336,33.78038101196289
2017-06-23,34.07294845581055,33.96719207763672
2017-06-26,33.96578598022461,33.94296569824219
2017-06-27,33.47896957397461,33.88333587646484
2017-06-28,33.9681282043457,33.881473541259766
2017-06-29,33.46731185913086,33.790628814697264
2017-06-30,33.54651641845703,33.685342407226564
2017-07-03,33.42538833618164,33.57726287841797
2017-07-05,33.56281280517578,33.594031524658206
2017-07-06,33.24604034423828,33.44961395263672
2017-07-07,33.58378219604492,33.47290802001953
2017-07-10,33.788753509521484,33.52135543823242
2017-07-11,33.89824676513672,33.615927124023436
2017-07-12,33.94715881347656,33.692796325683595
2017-07-13,34.42000961303711,33.92759017944336
2017-07-14,34.7158203125,34.153997802734374
2017-07-17,34.83694076538086,34.36363525390625
2017-07-18,34.95806121826172,34.57559814453125
2017-07-19,35.17702102661133,34.821570587158206
2017-07-20,35.01863098144531,34.94129486083985
2017-07-21,35.00233459472656,34.99859771728516
2017-07-24,35.42626190185547,35.11646194458008
2017-07-25,35.577659606933594,35.24038162231445
2017-07-26,35.74537658691406,35.354052734375
2017-07-27,35.06987380981445,35.36430130004883
2017-07-28,34.82297897338867,35.32843017578125
2017-07-31,34.64361572265625,35.17190093994141
2017-08-01,34.951087951660156,35.04658660888672
2017-08-02,36.602561950683594,35.218023681640624
2017-08-03,36.236854553222656,35.451419830322266
2017-08-04,36.427860260009766,35.772396087646484
2017-08-07,36.99154281616211,36.241981506347656
2017-08-08,37.28736877441406,36.70923767089844
2017-08-09,37.51563262939453,36.891851806640624
2017-08-10,36.32069778442383,36.90862045288086
2017-08-11,36.82579040527344,36.988206481933595
2017-08-14,37.3800163269043,37.06590118408203
2017-08-15,37.789241790771484,37.16627578735351
2017-08-16,37.637229919433594,37.19059524536133
2017-08-17,36.914669036865234,37.30938949584961
2017-08-18,36.830474853515625,37.310326385498044
2017-08-21,36.762657165527344,37.18685455322266
2017-08-22,37.36363983154297,37.10173416137695
2017-08-23,37.41040802001953,37.05636978149414
2017-08-24,37.244384765625,37.12231292724609
2017-08-25,37.382354736328125,37.232688903808594
2017-08-28,37.75883865356445,37.431925201416014
2017-08-29,38.095584869384766,37.578314208984374
2017-08-30,38.198463439941406,37.73592529296875
2017-08-31,38.3504524230957,37.95713882446289
2017-09-01,38.36213684082031,38.15309524536133
2017-09-05,37.901485443115234,38.18162460327149
2017-09-06,37.86173629760742,38.13485488891602
2017-09-07,37.70972442626953,38.03710708618164
2017-09-08,37.09471893310547,37.7859603881836
2017-09-11,37.76585388183594,37.66670379638672
2017-09-12,37.616188049316406,37.60964431762695
2017-09-13,37.33324432373047,37.503945922851564
2017-09-14,37.012874603271484,37.364575958251955
2017-09-15,37.38702392578125,37.42303695678711
2017-09-18,37.10407638549805,37.29068145751953
2017-09-19,37.118106842041016,37.19106521606445
2017-09-20,36.49607849121094,37.02363204956055
2017-09-21,35.86936950683594,36.79493103027344
2017-09-22,35.51860046386719,36.42124633789062
2017-09-25,35.205265045166016,36.04148406982422
2017-09-26,35.810916900634766,35.78004608154297
2017-09-27,36.06580352783203,35.693991088867186
2017-09-28,35.843650817871094,35.688847351074216
2017-09-29,36.04008102416992,35.79314346313477
2017-10-02,35.96759033203125,35.94560852050781
2017-10-03,36.12425994873047,36.008277130126956
2017-10-04,35.890411376953125,35.97319869995117
2017-10-05,36.33706283569336,36.07188110351562
2017-10-06,36.31602478027344,36.12706985473633
2017-10-09,36.44229507446289,36.22201080322266
2017-10-10,36.45631408691406,36.288421630859375
2017-10-11,36.60832977294922,36.43200531005859
2017-10-12,36.47970962524414,36.46053466796875
2017-10-13,36.71121597290039,36.53957290649414
2017-10-16,37.38702392578125,36.728518676757815
2017-10-17,37.525001525878906,36.942256164550784
2017-10-18,37.35895919799805,37.09238204956055
2017-10-19,36.47501754760742,37.091443634033205
2017-10-20,36.53816604614258,37.05683364868164
2017-10-23,36.51946258544922,36.883321380615236
2017-10-24,36.736934661865234,36.7257080078125
2017-10-25,36.57558059692383,36.56903228759766
2017-10-26,36.809444427490234,36.63591766357422
2017-10-27,38.12832260131836,36.953948974609375
2017-10-30,38.98651885986328,37.44736022949219
2017-10-31,39.5290412902832,38.00578155517578
2017-11-01,39.026268005371094,38.49591903686523
2017-11-02,39.31155776977539,38.996341705322266
2017-11-03,40.33814239501953,39.4383056640625
2017-11-06,40.74736785888672,39.79047546386719
2017-11-07,40.878318786621094,40.06033096313477
2017-11-08,41.21271896362305,40.49762115478516
2017-11-09,41.12853240966797,40.86101608276367
2017-11-10,40.99241638183594,40.99187088012695
2017-11-13,40.82813262939453,41.00802383422852
2017-11-14,40.21092224121094,40.87454452514648
2017-11-15,39.6805305480957,40.56810684204102
2017-11-16,40.15458679199219,40.37331771850586
2017-11-17,39.931644439697266,40.161163330078125
2017-11-20,39.891746520996094,39.97388610839844
2017-11-21,40.63335037231445,40.05837173461914
2017-11-22,41.06048583984375,40.33436279296875
2017-11-24,41.062828063964844,40.51601104736328
2017-11-27,40.85629653930664,40.700941467285155
2017-11-28,40.61692428588867,40.845977020263675
2017-11-29,39.7744140625,40.674189758300784
2017-11-30,40.33061218261719,40.52821502685547
2017-12-01,40.14285659790039,40.34422073364258
2017-12-04,39.84949493408203,40.142860412597656
2017-12-05,39.811954498291016,39.981866455078126
2017-12-06,39.66411209106445,39.95980606079102
2017-12-07,39.736846923828125,39.8410530090332
2017-12-08,39.74858474731445,39.76219863891602
2017-12-11,40.5230598449707,39.89691162109375
2017-12-12,40.2953987121582,39.99360046386719
2017-12-13,40.429176330566406,40.14661331176758
2017-12-14,40.41744613647461,40.28273315429688
2017-12-15,40.82813262939453,40.49864273071289
2017-12-18,41.403106689453125,40.674652099609375
2017-12-19,40.9619140625,40.80795516967773
2017-12-20,40.91731643676758,40.905583190917966
2017-12-21,41.07220458984375,41.0365348815918
2017-12-22,41.07220458984375,41.08534927368164
2017-12-26,40.030208587646484,40.810769653320314
2017-12-27,40.03724670410156,40.62583618164062
2017-12-28,40.149898529052734,40.47235260009766
2017-12-29,39.715728759765625,40.20105743408203
2018-01-02,40.42682647705078,40.071981811523436
2018-01-03,40.41978073120117,40.149896240234376
2018-01-04,40.60752868652344,40.26395263671875
2018-01-05,41.069854736328125,40.44794387817383
2018-01-08,40.91731643676758,40.68826141357422
2018-01-09,40.912620544433594,40.78542022705078
2018-01-10,40.90323257446289,40.882110595703125
2018-01-11,41.13557052612305,40.987718963623045
2018-01-12,41.56035614013672,41.085819244384766
2018-01-16,41.3491325378418,41.17218246459961
2018-01-17,42.03206253051758,41.396070861816405
2018-01-18,42.06962585449219,41.62934951782226
2018-01-19,41.881866455078125,41.77860870361328
2018-01-22,41.53923034667969,41.774383544921875
2018-01-23,41.548614501953125,41.81427993774414
2018-01-24,40.886802673339844,41.585227966308594
2018-01-25,40.15693664550781,41.20269012451172
2018-01-26,40.25080871582031,40.876478576660155
2018-01-29,39.41767883300781,40.45216827392578
2018-01-30,39.18534851074219,39.979515075683594
2018-01-31,39.29329299926758,39.66081314086914
2018-02-01,39.37543487548828,39.504512786865234
2018-02-02,37.66693878173828,38.98773880004883
2018-02-05,36.7258415222168,38.449371337890625
2018-02-06,38.26068115234375,38.26443786621094
2018-02-07,37.4416389465332,37.894107055664065
2018-02-08,36.4113655090332,37.301293182373044
2018-02-09,36.85673141479492,37.139251708984375
2018-02-12,38.34127426147461,37.462338256835935
2018-02-13,38.725372314453125,37.555276489257814
2018-02-14,39.43935775756836,37.954820251464845
2018-02-15,40.76366424560547,38.825279998779294
2018-02-16,40.63170623779297,39.580274963378905
2018-02-20,40.49504470825195,40.01102905273437
2018-02-21,40.31124496459961,40.32820358276367
2018-02-22,40.64820861816406,40.56997375488281
2018-02-23,41.355125427246094,40.68826599121094
2018-02-26,42.17280578613281,40.99648590087891
2018-02-27,42.03614807128906,41.30470657348633
2018-02-28,41.972503662109375,41.636958312988284
2018-03-01,41.237300872802734,41.75477676391601
2018-03-02,41.52243423461914,41.788238525390625
2018-03-05,41.66618347167969,41.6869140625
2018-03-06,41.63083267211914,41.60585098266601
2018-03-07,41.24437713623047,41.460225677490236
2018-03-08,41.69445037841797,41.55165557861328
2018-03-09,42.410804748535156,41.729329681396486
2018-03-12,42.82082748413086,41.96025848388672
2018-03-13,42.408443450927734,42.115780639648435
2018-03-14,42.047908782958984,42.27648696899414
2018-03-15,42.09739685058594,42.357076263427736
2018-03-16,41.94894790649414,42.264704895019534
2018-03-19,41.3079948425293,41.96213836669922
2018-03-20,41.29386901855469,41.73922348022461
2018-03-21,40.35835647583008,41.40131301879883
2018-03-22,39.788116455078125,40.939456939697266
2018-03-23,38.86676788330078,40.323020935058594
2018-03-26,40.71182632446289,40.20378723144531
2018-03-27,39.66793441772461,39.8786003112793
2018-03-28,39.229637145996094,39.6528564453125
2018-03-29,39.53596878051758,39.60242691040039
2018-04-02,39.276763916015625,39.68442611694336
2018-04-03,39.679710388183594,39.4780029296875
2018-04-04,40.438472747802734,39.632110595703125
2018-04-05,40.718910217285156,39.92996520996094
2018-04-06,39.6773567199707,39.95824279785156
2018-04-09,40.07088851928711,40.11706771850586
2018-04-10,40.824947357177734,40.34611511230469
2018-04-11,40.63405990600586,40.385232543945314
2018-04-12,41.03465270996094,40.44838104248047
2018-04-13,41.1736946105957,40.74764862060547
2018-04-16,41.43053436279297,41.01957778930664
2018-04-17,42.000789642333984,41.25474624633789
2018-04-18,41.906532287597656,41.50924072265625
2018-04-19,40.718910217285156,41.446092224121095
2018-04-20,39.0505485534668,41.021463012695314
2018-04-23,38.937442779541016,40.52284469604492
2018-04-24,38.395450592041016,39.80177688598633
2018-04-25,38.56277084350586,39.13302459716797
2018-04-26,38.697086334228516,38.72865982055664
2018-04-27,38.24937057495117,38.568424224853516
2018-04-30,38.94215393066406,38.569366455078125
2018-05-01,39.84701919555664,38.85968017578125
2018-05-02,41.607269287109375,39.468579864501955
2018-05-03,41.68267059326172,40.065696716308594
2018-05-04,43.318023681640625,41.079427337646486
2018-05-07,43.631439208984375,42.01728439331055
2018-05-08,43.84114456176758,42.81610946655273
2018-05-09,44.14984130859375,43.32462387084961
2018-05-10,44.781368255615234,43.94436340332031
2018-05-11,44.61104202270508,44.2029670715332
2018-05-14,44.50696563720703,44.378072357177736
2018-05-15,44.10246276855469,44.430335998535156
2018-05-16,44.51405334472656,44.503178405761716
2018-05-17,44.23257064819336,44.393418884277345
2018-05-18,44.07170486450195,44.28555145263672
2018-05-21,44.38396072387695,44.2609504699707
2018-05-22,44.27277755737305,44.295013427734375
2018-05-23,44.556636810302734,44.30353012084961
2018-05-24,44.50696563720703,44.35840911865235
2018-05-25,44.608673095703125,44.46580276489258
2018-05-29,44.44782638549805,44.4785758972168
2018-05-30,44.35319900512695,44.494660186767575
2018-05-31,44.20417404174805,44.42416763305664
2018-06-01,45.00135803222656,44.52304611206055
2018-06-04,45.377471923828125,44.676805877685545
2018-06-05,45.72756576538086,44.93275375366211
2018-06-06,45.88603591918945,45.23932113647461
2018-06-07,45.76304626464844,45.55109558105469
2018-06-08,45.346702575683594,45.620164489746095
2018-06-11,45.23554229736328,45.59177856445312
2018-06-12,45.48390579223633,45.54304656982422
2018-06-13,45.110164642333984,45.387872314453126
2018-06-14,45.13382339477539,45.262027740478516
2018-06-15,44.67018127441406,45.12672348022461
2018-06-18,44.64652633666992,45.00892028808594
2018-06-19,43.925052642822266,44.697149658203124
2018-06-20,44.11665725708008,44.49844818115234
2018-06-21,43.87065505981445,44.24581451416016
2018-06-22,43.74290084838867,44.06035842895508
2018-06-25,43.092384338378906,43.74953002929688
2018-06-26,43.626991271972656,43.689917755126956
2018-06-27,43.56312942504883,43.5792121887207
2018-06-28,43.880104064941406,43.581101989746095
2018-06-29,43.7878532409668,43.590092468261716
2018-07-02,44.27750778198242,43.827117156982425
2018-07-03,43.5063591003418,43.80299072265625
2018-07-05,43.856441497802734,43.86165313720703
2018-07-06,44.464378356933594,43.97850799560547
2018-07-09,45.08177947998047,44.2372932434082
2018-07-10,45.02737045288086,44.38726577758789
2018-07-11,44.44308853149414,44.57461166381836
2018-07-12,45.18821716308594,44.840966796875
2018-07-13,45.25919723510742,44.99993057250977
2018-07-16,45.15984344482422,45.015543365478514
2018-07-17,45.287574768066406,45.06758422851563
2018-07-18,45.03919982910156,45.18680648803711
2018-07-19,45.3892936706543,45.22702178955078
2018-07-20,45.285213470458984,45.232225036621095
2018-07-23,45.32543182373047,45.265342712402344
2018-07-24,45.65422821044922,45.3386734008789
2018-07-25,46.08475112915039,45.54778366088867
2018-07-26,45.94046401977539,45.65801773071289
2018-07-27,45.1764030456543,45.63625564575195
2018-07-30,44.92328643798828,45.555826568603514
2018-07-31,45.01317596435547,45.427616119384766
2018-08-01,47.664920806884766,45.74365005493164
2018-08-02,49.058197021484375,46.36719665527344
2018-08-03,49.20012664794922,47.17194137573242
2018-08-06,49.455596923828125,48.07840347290039
2018-08-07,48.99195861816406,48.87416000366211
2018-08-08,49.02507781982422,49.14619140625
2018-08-09,49.410648345947266,49.21668167114258
2018-08-10,49.26348114013672,49.22935256958008
2018-08-13,49.581565856933594,49.254546356201175
2018-08-14,49.790462493896484,49.41424713134766
2018-08-15,49.90678024291992,49.5905876159668
2018-08-16,50.637916564941406,49.83604125976562
2018-08-17,51.64914321899414,50.31317367553711
2018-08-20,51.145904541015625,50.626041412353516
2018-08-21,51.046199798583984,50.87718887329102
2018-08-22,51.04857635498047,51.10554809570313
2018-08-23,51.15302658081055,51.208570098876955
2018-08-24,51.31207275390625,51.14115600585937
2018-08-27,51.73460006713867,51.25889511108399
2018-08-28,52.15239715576172,51.48013458251953
2018-08-29,52.930992126464844,51.8566177368164
2018-08-30,53.41762924194336,52.30953826904297
2018-08-31,54.03481674194336,52.85408706665039
2018-09-04,54.208106994628906,53.34878845214844
2018-09-05,53.85440444946289,53.68918991088867
2018-09-06,52.959476470947266,53.69488677978516
2018-09-07,52.53220748901367,53.51780242919922
2018-09-10,51.827178955078125,53.07627487182617
2018-09-11,53.137516021728516,52.86215667724609
2018-09-12,52.477596282958984,52.586795043945315
2018-09-13,53.745216369628906,52.74394302368164
2018-09-14,53.13514709472656,52.86453094482422
2018-09-17,51.7203483581543,52.84316482543945
2018-09-18,51.805816650390625,52.57682495117187
2018-09-19,51.83667755126953,52.44864120483398
2018-09-20,52.23073196411133,52.14574432373047
2018-09-21,51.66814041137695,51.852342987060545
2018-09-24,52.411128997802734,51.990499114990236
2018-09-25,52.74346923828125,52.17802963256836
2018-09-26,52.32331085205078,52.27535629272461
2018-09-27,53.39863967895508,52.50893783569336
2018-09-28,53.58617401123047,52.89254455566406
2018-10-01,53.94697952270508,53.19971466064453
2018-10-02,54.426490783691406,53.536318969726565
2018-10-03,55.08878707885742,54.08941421508789
2018-10-04,54.12027359008789,54.233740997314456
2018-10-05,53.24197006225586,54.16490020751953
2018-10-08,53.118534088134766,53.999211120605466
2018-10-09,53.85440444946289,53.88479385375977
2018-10-10,51.35954284667969,53.13894500732422
2018-10-11,50.90614700317383,52.49611968994141
2018-10-12,52.72447967529297,52.39262161254883
2018-10-15,51.596927642822266,52.08830032348633
2018-10-16,52.73397445678711,51.86421432495117
2018-10-17,52.5060920715332,52.09352416992188
2018-10-18,51.27883529663086,52.16806182861328
2018-10-19,52.0598030090332,52.035126495361325
2018-10-22,52.377891540527344,52.19131927490234
2018-10-23,52.87165069580078,52.21885452270508
2018-10-24,51.05806350708008,51.92924880981445
2018-10-25,52.17612838745117,52.108707427978516
2018-10-26,51.34529495239258,51.96580581665039
2018-10-29,50.381534576416016,51.566534423828124
