ds,y,moving_avg,yhat,yhat_lower,yhat_upper
2015-09-23,25.719785690307617,25.661288833618165,173.854606351293,172.12850111557765,175.40378674027215
2015-09-24,25.872774124145508,25.709885025024413,173.83259931875688,172.1020768287964,175.57652082405284
2015-09-25,25.807527542114258,25.76658058166504,173.7661144479074,171.9471565224277,175.53139268662784
2015-09-28,25.29682159423828,25.641941452026366,174.04533487860212,172.28151008630437,175.7527367647122
2015-09-29,24.536380767822266,25.446657943725587,174.12741914473958,172.35535640904843,175.7429868683
2015-09-30,24.81536293029785,25.265773391723634,174.20598746368287,172.46889181787162,176.0472714377751
2015-10-01,24.653377532958984,25.02189407348633,174.18493352093765,172.4318333671968,175.81647448630272
2015-10-02,24.833356857299805,24.827059936523437,174.11375434055233,172.41852736021866,175.88748548784747
2015-10-05,24.923355102539062,24.752366638183595,174.34819328537105,172.61942865375144,176.19929024254566
2015-10-06,25.042593002319336,24.853609085083008,174.40663858100135,172.70900771990026,176.2654110944027
2015-10-07,24.923355102539062,24.87520751953125,174.45816087307404,172.83984698458272,176.1538473826098
2015-10-08,24.635379791259766,24.871607971191406,174.40730703757538,172.67349560246623,176.09329333849436
2015-10-09,25.224828720092773,24.94990234375,174.30426172778442,172.49234487334462,176.16411732576924
2015-10-12,25.10784149169922,24.98679962158203,174.43775801981081,172.81044754220014,176.12455960880757
2015-10-13,25.150585174560547,25.008398056030273,174.4630723545646,172.69311794263064,176.21333897284032
2015-10-14,24.79511070251465,24.98274917602539,174.48279145283954,172.64035373046528,176.21403287170986
2015-10-15,25.166332244873047,25.088939666748047,174.40202745764157,172.76009438884424,176.1701444380174
2015-10-16,24.98185157775879,25.04034423828125,174.27146307232636,172.4823455678421,175.93875857751092
2015-10-19,25.137086868286133,25.046193313598632,174.34054464291907,172.5719525813584,176.03405809786528
2015-10-20,25.596040725708008,25.135284423828125,174.35126736335667,172.69980785294712,175.91243387204082
2015-10-21,25.593791961669922,25.29502067565918,174.36002647748666,172.5218816828434,176.11434912366067
2015-10-22,25.985260009765625,25.458806228637695,174.27191604667215,172.53776015426047,175.93277967421406
2015-10-23,26.79068946838379,25.820573806762695,174.1375173003718,172.50241907075988,175.87546587804644
2015-10-26,25.935766220092773,25.980309677124023,174.21405261362636,172.46892988631978,175.7784870405078
2015-10-27,25.77152442932129,26.01540641784668,174.23257194809304,172.4661635568895,175.93305194294655
2015-10-28,26.83343505859375,26.263335037231446,174.25116786196253,172.4768875846798,175.9127655148209
2015-10-29,27.116912841796875,26.489665603637697,174.17452288070498,172.49287257531176,175.83661641537157
2015-10-30,26.88517951965332,26.508563613891603,174.0527962807862,172.31522239043565,175.82362553910778
2015-11-02,27.263151168823242,26.774040603637694,174.1704695420446,172.43894917089477,175.77058014313667
2015-11-03,27.57587242126465,27.13491020202637,174.20248157979626,172.3940070943873,175.987145920974
2015-11-04,27.4476318359375,27.257749557495117,174.23392037012565,172.54808401072776,175.9035318258376
2015-11-05,27.32110023498535,27.298587036132812,174.16921516075374,172.57508443555918,175.88395193802413
2015-11-06,27.35273551940918,27.392098236083985,174.05832678828253,172.29195948839055,175.91952053376525
2015-11-09,27.24202537536621,27.387873077392577,174.20079353161304,172.4148011914496,175.8265134680902
2015-11-10,26.383434295654297,27.149385452270508,174.23841499817607,172.4580908302922,175.87284419472786
2015-11-11,26.23431968688965,26.906723022460938,174.27423018820025,172.43612277448548,176.05035220344737
2015-11-12,26.146203994750977,26.67174377441406,174.21279567315992,172.4699998300337,175.96512749437548
2015-11-13,25.382505416870117,26.27769775390625,174.1042369677764,172.2950259577918,175.75312035798916
2015-11-16,25.79824447631836,25.98894157409668,174.25007012624167,172.58302511959928,175.9944200751554
2015-11-17,25.687530517578125,25.849760818481446,174.2883394507391,172.57618482066823,176.1692832054514
2015-11-18,26.500926971435547,25.903082275390624,174.32492697810844,172.6391138820838,175.97093310859864
2015-11-19,26.837581634521484,26.041357803344727,174.26458324110868,172.50278101923845,176.03996073827133
2015-11-20,26.955076217651367,26.355871963500977,174.1576001967381,172.41276447148562,175.83180719979433
2015-11-23,26.6048641204834,26.517195892333984,174.31217573279065,172.57815552568422,176.04315170671325
2015-11-24,26.860177993774414,26.75172538757324,174.35515872120936,172.6041124215518,176.0731144773515
2015-11-25,26.66812515258789,26.78516502380371,174.39715575400697,172.75204172485954,176.04774996924294
2015-11-27,26.618419647216797,26.741332626342775,174.24228197345013,172.51728084986027,175.84400365529297
2015-11-30,26.7291316986084,26.69614372253418,174.41680104028342,172.70713195318783,176.1966365682956
2015-12-01,26.512224197387695,26.67761573791504,174.46547070379847,172.67978574267875,176.28423606544555
2015-12-02,26.272727966308594,26.560125732421874,174.51236059688603,172.81837501126932,176.31126205889154
2015-12-03,26.028711318969727,26.432242965698244,174.46182905047917,172.7023168561406,176.1599801999058
2015-12-04,26.894073486328125,26.487373733520506,174.36373807305387,172.47733269235877,176.11433177374957
2015-12-07,26.724618911743164,26.48647117614746,174.53491627029368,173.00177780014423,176.20497211556926
2015-12-08,26.713314056396484,26.52668914794922,174.57827340351477,172.7596060082596,176.23217600559425
2015-12-09,26.123605728149414,26.49686470031738,174.6175500415645,173.00349520816087,176.4353846393081
2015-12-10,26.247873306274414,26.54069709777832,174.55706982055867,172.83724166044598,176.24880265057863
2015-12-11,25.572301864624023,26.2763427734375,174.4467238937566,172.70479819390377,176.19364190928263
2015-12-14,25.414142608642578,26.014247512817384,174.56858205064034,172.85747248539377,176.47663638472596
2015-12-15,24.964515686035156,25.664487838745117,174.5920648328576,172.82992436160237,176.35566879098852
2015-12-16,25.15656089782715,25.471078872680664,174.6102742508042,172.84259829955127,176.38095414675175
2015-12-17,24.623340606689453,25.146172332763673,174.52792503850165,172.75109279442665,176.347038960602
2015-12-18,23.95680809020996,24.82307357788086,174.39533874177332,172.74674435885504,176.09012830263384
2015-12-21,24.25052833557129,24.590350723266603,174.45291776212932,172.7069410036278,176.16697066684594
2015-12-22,24.227928161621094,24.44303321838379,174.45738409408975,172.75587038302982,176.07777834419173
2015-12-23,24.539735794067383,24.319668197631835,174.45855579953036,172.74018996421174,176.19381794547826
2015-12-24,24.4086971282959,24.276739501953124,174.3615709336152,172.6847292846382,176.0954669038121
2015-12-28,24.135299682617188,24.31243782043457,174.25874200135237,172.4911711026866,175.99567278745633
2015-12-29,24.569110870361328,24.376154327392577,174.2650331100878,172.43280139665123,176.00548006270068
2015-12-30,24.24827003479004,24.380222702026366,174.27171156656465,172.47330050154898,176.05884064691122
2015-12-31,23.78282928466797,24.228841400146486,174.18385334179263,172.27125398996893,176.00285315287047
2016-01-04,23.803157806396484,24.107733535766602,174.1495479414786,172.4516590252048,175.96182495962307
2016-01-05,23.206668853759766,23.922007369995118,174.1792549687686,172.50910009797863,175.82441464665442
2016-01-06,22.752525329589844,23.55869026184082,174.2109478267105,172.46272491420697,175.9927367909299
2016-01-07,21.792264938354492,23.067489242553712,174.14915907634276,172.45394058447513,175.88982184001495
2016-01-08,21.907501220703125,22.692423629760743,174.04386876759696,172.10618743201894,175.7575277897102
2016-01-11,22.262229919433594,22.384238052368165,174.21807647863562,172.4955892610144,176.0342742572312
2016-01-12,22.585325241088867,22.259969329833986,174.2704357713778,172.4929782173042,176.08301119170983
2016-01-13,22.004650115966797,22.110394287109376,174.32244684747965,172.44358069354897,176.01028465149994
2016-01-14,22.485912322998047,22.249123764038085,174.27818453827547,172.62037234194003,175.9360870546
2016-01-15,21.945905685424805,22.25680465698242,174.187234752111,172.43471727713873,175.84792278260934
2016-01-19,21.839712142944336,22.17230110168457,174.43412249054433,172.70546580877038,176.13410946417886
2016-01-20,21.86908531188965,22.029053115844725,174.4814095363945,172.6928513851288,176.15459142014276
2016-01-21,21.758363723754883,21.979795837402342,174.42859672852987,172.796494005661,176.13789953669476
2016-01-22,22.915205001831055,22.065654373168947,174.3254704655649,172.70942516126428,176.0332249106408
2016-01-25,22.467836380004883,22.17004051208496,174.46565378068553,172.78940883306268,176.31696582918482
2016-01-26,22.59210205078125,22.320518493652344,174.49402973710284,172.77721157234726,176.18238015182266
2016-01-27,21.107654571533203,22.168232345581053,174.51651450859657,172.8669307754242,176.25660050937984
2016-01-28,21.2590389251709,22.068367385864256,174.43783187704065,172.5984383337253,176.20168505557305
2016-01-29,21.993356704711914,21.88399772644043,174.3083155398227,172.6087895323397,176.02140926707716
2016-02-01,21.787750244140625,21.747980499267577,174.37159096976126,172.57574996338445,176.0511784320353
2016-02-02,21.347148895263672,21.498989868164063,174.37675853213966,172.66959506146682,176.18662744937745
2016-02-03,21.76967430114746,21.631393814086913,174.377983182433,172.61369845695287,175.9799985650451
2016-02-04,21.944589614868164,21.768503952026368,174.28034662057482,172.47982930523648,175.9608312215149
2016-02-05,21.35849380493164,21.64153137207031,174.13447400449877,172.63970830800292,175.92998404968407
2016-02-08,21.58338737487793,21.600658798217772,174.1660823621647,172.35211993689165,175.83397348217082
2016-02-09,21.578847885131836,21.646998596191406,174.1667194666924,172.52717866271092,175.8926848970295
2016-02-10,21.415283203125,21.576120376586914,174.16635100924788,172.4592327247683,175.86233154600265
2016-02-11,21.285795211791992,21.44436149597168,174.06990838613132,172.33402278537557,175.7464832065855
2016-02-12,21.351673126220703,21.44299736022949,173.92780484547816,172.19112128651028,175.6226030346738
2016-02-16,21.953676223754883,21.517055130004884,173.99498198822081,172.30739810653736,175.68936814202323
2016-02-17,22.289888381958008,21.65926322937012,174.00656907663134,172.19982375572735,175.88523464124683
2016-02-18,21.867351531982422,21.7496768951416,173.9226317773498,172.17361047464635,175.64571360053353
2016-02-19,21.8173770904541,21.855993270874023,173.79322486753472,172.0369396336792,175.60270142584358
2016-02-22,22.008190155029297,21.987296676635744,173.8848044682752,172.09386563322292,175.66651246361656
2016-02-23,21.510696411132812,21.898700714111328,173.9069763778134,172.1951317210104,175.58516328952734
2016-02-24,21.83100700378418,21.806924438476564,173.9280029299636,172.1293283588961,175.70404500520877
2016-02-25,21.980939865112305,21.82964210510254,173.85234993473654,172.03954432953816,175.50551815742944
2016-02-26,22.015016555786133,21.869169998168946,173.73003888796364,172.11931791445602,175.55579783370155
2016-02-29,21.96503448486328,21.86053886413574,173.83633024764916,172.13135622269274,175.60912532576512
2016-03-01,22.837364196777344,22.12587242126465,173.8616707601957,172.16746568908516,175.7447472804588
2016-03-02,22.88734245300293,22.337139511108397,173.8853421601816,172.24589162918923,175.57075743913165
2016-03-03,23.057729721069336,22.552497482299806,173.81206958042318,172.00860918579733,175.51768805832572
2016-03-04,23.4007511138916,22.829644393920898,173.6921560019616,171.8818611191954,175.48182411646096
2016-03-07,23.141780853271484,23.06499366760254,173.80866581023975,172.1459871688788,175.62496208568575
2016-03-08,22.95094871520996,23.087710571289062,173.83935522325785,172.21974266968272,175.53515533457372
2016-03-09,22.971405029296875,23.10452308654785,173.86975614332715,172.1777750920728,175.74743541797898
2016-03-10,22.982757568359375,23.08952865600586,173.80478374313424,171.96502537865837,175.58486677882146
2016-03-11,23.230375289916992,23.055453491210937,173.6948820091735,171.87125089188515,175.41840888937963
2016-03-14,23.2894344329834,23.08498420715332,173.85224058066444,171.98433537088349,175.61589845748392
2016-03-15,23.75740623474121,23.24627571105957,173.9000150697465,172.20774514746503,175.64827675467956
2016-03-16,24.073165893554688,23.466627883911134,173.9490042623021,172.44083478571855,175.6909146237367
2016-03-17,24.034549713134766,23.676986312866212,173.90388897868866,172.14874480821143,175.63395514855588
2016-03-18,24.061813354492188,23.84327392578125,173.81482034974883,172.11210393851673,175.58604675775814
2016-03-21,24.059534072875977,23.997293853759764,174.03686957435153,172.31914087483082,175.7465456072108
2016-03-22,24.243539810180664,24.094520568847656,174.10553259881664,172.34660950466915,175.8387708296524
2016-03-23,24.10951805114746,24.101791000366212,174.17431452459974,172.36129000104614,175.84225699753247
2016-03-24,24.005016326904297,24.095884323120117,174.1474321014051,172.3836988256182,175.93943530365186
2016-03-28,23.895980834960938,24.062717819213866,174.32910013165514,172.61315871055814,176.0520159635277
2016-03-29,24.461633682250977,24.143137741088868,174.40203484264438,172.6842573417223,176.1505743100452
2016-03-30,24.88870620727539,24.272171020507812,174.47138004707114,172.78005626927342,176.2061199623938
2016-03-31,24.759220123291016,24.402111434936522,174.44119609969832,172.71680095756557,176.09300202463345
2016-04-01,24.98638916015625,24.598386001586913,174.36110192611739,172.67098313620963,176.0196004172481
2016-04-04,25.24309539794922,24.86780891418457,174.57064736352825,172.77279841016633,176.40957594680825
2016-04-05,24.94549560546875,24.964581298828126,174.62139652313948,172.9303930201537,176.29598928545883
